text,labels
Bollywood Actor Aamir Khan donated money to the poor by concealing it in wheat flour packets.,1
Says if you’re refused service at a store for not wearing a mask “call the department of health and report the store.,1
"Masks are suggested, not required.”",1
COVID-19 vaccine trial killed 7 children in Senegal.,1
A video shows the Vietnam government giving out free face masks on the streets.,1
"ParaMilitary forces have been deployed in Surat, Rajkot, and Baroda to control the coronavirus situation.",1
A blog published a report claiming the Nigerian President’s Chief of Staff was dead; further naming their source as Dr. Kemi Olunloye.,1
Iceland is testing its entire population.,1
"China sought Supreme Court approval to euthanise 20,000 coronavirus patients.",1
Photo of several members of the Government without maintaining social distance.,1
"Bolivia approved the use of chlorine dioxide, amid the fight against covid-19.",1
Pakistani doctor Osama Riaz’s last message for you (while taking his last breath).,1
Chart compares COVID-19 with other longstanding diseases.,1
Andalusia proposes that students must repeat their classes (not on March 26).,1
Video of Indian activist Tripti Desai’s arrest by police after selling bottles of liquor during lockdown.,1
Medical book states that coronavirus is just a common cold.,1
A Japanese Nobel Price said that SARS-CoV-2 was human made.,1
American president Donald Trump announced that tests of injection of disinfectant to fight against the new coronavirus will begin in Africa.,1
5G technology caused the coronavirus.,1
Steam from boiling oranges kills COVID-19.,1
“[The coronavirus is] ‘new’ yet it was lab-created and patented in 2015”.,1
"Ivan Arias, Minister of Public Works, Services and Housing, stated that the Bolivian government was the first to set up a Covid cabinet.",1
"Going near a fire or stove after applying hand sanitizers, causes more fire as it contains alcohol.",1
The EU has confirmed that 5G networks are harmful to people’s health.,1
“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”,1
Netflix and Amazon are offering free subscriptions amid the coronavirus outbreak.,1
"Rita Wilson, Tom Hanks’ wife, stated in an interview at CBS that “she wouldn’t be alive if not for chloroquine”.",1
Video shows COVID-19 patients lying dead on the ground in India.,1
Did VP Mike Pence Introduce ‘Conversion Therapy’ Program to Combat Coronavirus?,1
American students thank Indians for hydroxychloroquine by singing the Indian National Anthem.,1
PCR tests cannot detect a new coronavirus.,1
Burning candles will increase the temperature which in turn will kill coronavirus.,1
Beware of Yellow Rain (Agent Orange) coming with a storm from China.,1
It brings chemicals and the coronavirus.,1
Janta curfew or nationwide for 14 hours will break the chain of coronavirus spread and see a reduction of 40% of cases.,1
A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,1
A man says that coronavirus was created to keep people inside homes and install 5G antennas.,1
Indian economist Raghuram Rajan  commented in a webinar for the IMF on India’s situation regarding COVID-19,1
The Brazilian National Congress approved a law which demands you to wear maks inside your house during the COVID-19 pandemic.,1
Police officers will be allowed to enter your house to verify if you’re wearing a mask or not.,1
Facebook posting says Brazilian congressmen denied turning their payments to fight COVID-19.,1
It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects.,1
"People in the city of Hyderabad, India are not following social distancing, and have gone outside their homes to shop for the festival of Eid.",1
Coronavirus does spreads through frozen food.,1
An Arabic poem from 1170 predicted COVID-19.,1
Did CDC Issue Strict Rules for Reopening Schools in Pandemic?,1
Is Starbucks Offering $100 Coupons During the COVID-19 Pandemic?,1
The Asterix comic books and The Simpsons predicted the coronavirus outbreak.,1
A Facebook post by a “Serena Williams” has been interpreted by some as being from the tennis champ.,1
If you can hold your breath for 10 seconds then you don’t have fibrosis and therefore no infection.,1
Picture of text in English describing the method.,1
Lies spread by Serbian authorities about COVID-19.,1
"For example, the virus does not affect pregnant women, children and young people; no newborn is infected with the coronavirus; the virus does not last long on objects; the number of respiratory machines that Serbia possesses, etc.",1
An article stating that utility bills will be increased with a “Covid tax” aimed at helping people in need in Italy.,1
Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,1
"A photograph has been shared hundreds of times in Facebook, Twitter and Instagram posts with claims that it shows Nigerian movie star Funke Akindele Bello picking up waste in the street as a punishment for throwing a party during the COVID-19 lockdown.",1
"A police officer in Bhagalpur Jail, India contracted coronavirus.",1
A video has been viewed thousands of times in multiple posts on Facebook and Twitter alongside a claim that it shows Pakistani security forces apprehending three men after they escaped from a COVID-19 quarantine centre.,1
Eucalyptus vapor kills coronavirus.,1
"“Switzerland already has the coronavirus vaccine” ; “In 6 months he hopes to have the entire population of his country (sic) vaccinated and then export to the rest of the world,” says the image.",1
A picture shows a woman holding a protest sign with an incoherent calculus to possibly signal that Barack Obama is behind the coronavirus crisis.,1
Posting anything on coronavirus will be a punishable offense because the Disaster Management Act has been implemented.,1
"Surin Province governor in Thailand revealed that 100,000 people are infected.",1
The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,1
"A legal decree in France, published on 3/15/20, sets the ground for the use of the army in the fight against the novel coronavirus.",1
Chennai municipal corporation has asked all vegetable and fruit markets to shut down.,1
Johns Hopkins University published a list of instructions that can help protect us from the new coronavirus.,1
Ministry of Health blocked the respirators that Seat was producing in Spain.,1
The Houseparty app has been hacked.,1
US Secretary of State Mike Pompeo said that Sars-cov2 was created in the laboratory and that there is “enormous” evidence.,1
The Indian Home Ministry considers posting anything about coronavirus a punishable offence.,1
"Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus.",1
This comes after memos were issued by authorities for pet owners to get rid of their animals.,1
Coronavirus has infected broiler chicken.,1
Russian President Vladimir Putin released 800 lions and tigers across Russia to stop people from leaving home.,1
The Delhi Public School is selling face masks at Rs.400 and students have to buy these.,1
The Mexican government is going to spray the residents with toxic substances.,1
They will also inject villagers with COVID-19.,1
"Consequently, some residents closed roads.",1
A salesman in Medellín’s El Hueco market was sent to a hospital with coronavirus symptoms.,1
Two psychics and a book about CIA have predicted the COVID-19 pandemic.,1
Many critics of President Rodrigo Duterte slammed his administration for “slashing” P10 billion from the funds allocated for the Department of Health (DOH) in the 2020 national budget.,1
A licensed guide from Rome and the Vatican named Katya tells what is really going on with the coronavirus epidemic in Italy.,1
Flu vaccine does not increase the risk of a coronavirus infection.,1
"Coronavirus was made in a lab, with pre existing patents for a vaccine.",1
The Bill and Melinda Gates foundation is involved in spreading the coronavirus.,1
“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,1
Bill Gates is funding a vaccine in adhesive patch form.,1
The vaccine contains a microchip that is going to be used to monitor people via 5G network.,1
Website link in order to activate 100 GB Free Internet Data & Rs.500 Talk time offer amid the COVID-19 situation in Sri Lanka.,1
"Water in Venice begins to become more crystalline, thanks to the ban in Italy by COVID-19.",1
"Claim that GloboNews, a Brazilian news channel, reported that a criminal died of COVID-19 while in exchanging gunfire with the police.",1
A screenshot showing the caption “proves” it.,1
"Thyroce lab in Thane, India is sealed over false positive covid-19 testing.",1
The image of a police sign banning Spanish flags.,1
There are not enough epidemiologists in Kazakhstan.,1
"the specialty “Epidemiology” has disappeared from medical schools, there are no even qualification requirements for it.",1
The WHO approves anti-malarial drug Chloroquine for COVID-19.,1
"U.S sent 100,000 military forces to South China Sea in a move to increase its presence in the region, against the backdrop of the coronavirus pandemic.",1
A video shows a Chinese epidemiologist saying there are millions of people infected.,1
Muammar Gaddafi predicted “they” will create viruses and sell us the cures.,1
"Years ago, there was a hand sanitizer active against Sars-Cov-2.",1
"A large group of citizens in the Republic of North Macedonia — every member of the party Social Democratic Union of Macedonia (SDSM) — is quarantined, allegedly because they were in contact with the director of the Skin Clinic in Skopje, infected with COVID-19.",1
"Alberto Fernández, president of Argentina: “We are the country with the least deaths in the world”.",1
Coronavirus firstly appeared in June 2019.,1
The coronavirus is related to the treatment given to Uighur Muslims by China,1
Chinese claim that the virus was created in 2015 in US.,1
You can monitor yourself for COVID-19 with a breath test.,1
The Wuhan coronavirus was leaked from the Wuhan P4 lab.,1
Indian State of Manipur becomes first COVID free state in India.,1
An advertisement promoting a vitamin supplement that purportedly boosts immunity against COVID-19 has been shared in multiple Facebook posts.,1
The advert includes a stamp that appears to show the product was approved by the Philippine Food and Drug Administration (FDA).,1
Sweden refused to fight the coronavirus.,1
"A picture shows officials washing chicken with Chlorine and Ace, putting the population at risk of poisoning.",1
Hydroyichloroquine prevents patients from developing the worst kind of COVID-19,1
"Multiple posts on Facebook, Twitter and on various websites have shared a purported quote about the novel coronavirus from Japanese physician Tasuku Honjo, the 2018 winner of the Nobel Prize in Physiology or Medicine.",1
"The posts, shared thousands of times, quote Dr Honjo as stating that the virus is “not natural” and was “manufactured in China”, as well as stating he previously worked at a laboratory in Chinese city of Wuhan for four years.",1
Image of COVID-19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye; the image is said to be posted by his wife.,1
A Facebook post in Australia claims sufferers of respiratory conditions can access a “rescue pack” of medication by asking a general practitioner.,1
Coronavirus is a biological warfare weapon.,1
Russia released lions in the streets forcing people to quarantine.,1
"State of emergency begins on  3/17/20, according to article 116 of the Constitution.",1
Golf courses are reopening in Ireland on 2nd May.,1
Drinking salty water or water with vinegar will eliminate coronavirus.,1
Perú provided the highest financial bonus to face the quarantine among the whole Latin American countries.,1
A prostitute contracted COVID-19 and her 86 clients have been quarantined in the brothel in Spain.,1
232 kids died from COVID-19 in Italy in one day.,1
Dr. Gerardo Dovakin found a vaccine against coronavirus.,1
The book named Ahbarüz Zaman predicted coronavirus epidemic beforehand.,1
"Being able to “take a deep breath and hold it for 10 seconds,” means you are not infected with COVID-19.",1
"According to a BBC News screenshot, seven coronavirus victims in Rwanda were shot dead by unknown gunmen.",1
"The contact ban is only for Germans, muslims can still gather and don’t have to pay fines in Germany.",1
"Bill Gates free to prescribe drugs while the late herbalist, “Dr. Sebi,” was not allowed to heal people with herbs.",1
Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.,1
Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.,1
"Coronavirus in China: 2.8 million infected and 112,000 dead.",1
Video shows Wuhan residents lining up for death certificates.,1
"It is good to use water above 25 ° to wash hands, clothes and surfaces.",1
"Italian streets are littered with Euro notes, as Italians throw cash away in coronavirus crisis.",1
Crackdown on drunken driving stopped due to risk of COVID-19 transmission,1
"Switzerland banned vaccination and someone named “Father Escobar” said that through vaccination, “Satan inserts a code into a human body.”",1
"After announcing social isolation measures, governor of São Paulo, João Doria, appears at a party in the interior of the state.",1
A Facebook user shared a video that shows dead bodies being washed ashore at some unidentified beach.,1
"In a phenomenon that is the first of its kind, hundreds of Americans leave their homes and stay in the Al-Huda Mosque, and demand to know the principles of Islam.",1
This is the calendar for the end of the lockdown in Spain.,1
This poem describes people applying social distancing during a plague outbreak from the 19th century.,1
A video shows a police woman threatening to use her weapon against people demonstrating against the coronavirus rules in Germany.,1
38 % of Americans won’t buy Corona beer due to the coronavirus.,1
President Trump: Swiss company Roche discovered a cure for coronavirus.,1
"A Facebook user attributed a post to ex-President Mahama, saying he will not donate his money to support COVID-19 fight.",1
"Two physicians in Bakersfield, California, claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.",1
"12 pieces of advice for coronavirus, including symptoms, transmission, how to neutralize the virus.",1
Tunisian researcher speaking in this video found a cure against COVID-19.,1
Former Kenyan Prime minister Raila has donated Kshs 142 million for COVID-19.,1
G-7 countries have asked Modi to lead them in preventing coronavirus.,1
“You’re more likely to die of influenza right now” than the 2019 coronavirus.,1
"A study from Dr. Vladimir Zelenko had 100% success on using hydroxychloroquine, zinc and azithromycin to cure coronavirus.",1
Muslims in India are licking utensils to spread the coronavirus.,1
"In the midst of the novel coronavirus outbreak, some “influencers” are claiming that taking mega-doses of vitamin C can cure COVID-19.",1
Video of Tabligi pilgrims who were moving via trucks to spread COVID-19 in India.,1
"A 28-year-old doctor from Maharashtra, Dr. Maneesha Patil, died of COVID-19 while treating patients infected with coronavirus.",1
"An audio message circulating in India claimed that in Wuhan, China, many people recovered from coronavirus without going to hospital after drinking ot water and steam inhalation.",1
"In Ukraine, the quarantine measures are gradually being lifted, and the number of infected decreases.",1
The Gates Foundation “has the patent for this coronavirus.”,1
Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.,1
Are These New Zealanders Celebrating the End of COVID-19 Restrictions?,1
Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.,1
Ethiopian Plane Carries People Infected With coronavirus.,1
Retirement cut for elderly people who take to the streets during quarantine.,1
One can cure the new coronavirus by inhaling vodka fumes.,1
A Facebook post shared thousands of times claims seven children died in Senegal after being given a COVID-19 vaccine.,1
This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.,1
"State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",1
A video with the caption “he doesn’t want to wait for another 14 days.”,1
shows a guy falling from a building after grabbing high tension wire.,1
"Claim saying there is no mortality increase in Europe, so COVID-19 is exaggerated.",1
Saline water kills the new coronavirus.,1
Video of Muslims gathered on roads despite the curfew to curb the spread of coronavirus.,1
"Videos state that 25,000 Chinese are being killed.",1
The coronavirus was created in a lab and patented.,1
"Post claims food products such as rice, fortune cookies, mi goreng noodles, ice tea and “Chinese red bull” are contaminated with coronavirus in Australia.",1
Also some areas of Sydney are supposedly identified as contaminated.,1
A Taiwanese TV program reports that the lungs of many patients affected by COVID-19 had become fibrous and their survival rate is lower than that of lung cancer.,1
Image showing a donation claimed to be by Kenyan Deputy President Ruto.,1
Vitamin C kills viruses.,1
"EFE news agency published a tweet announcing that the Government will impose fines of 300,000 euros on people who travel to other regions.",1
"The Algerian President, Abdel Majid Taboun, awarded the National Order of Merit to the family of the martyr doctor Wafaa Boudissa, and her name was given to a hospital in the country.",1
"In Spain, police officials are beating up citizens to enforce lockdown.",1
US President Donald Trump has failed to contain the coronavirus outbreak in the US as a result the Holy Quran is being read in the White House.,1
The vaccine is already available.,1
Vladimir Putin says that world leaders are trying to reduce the population.,1
If you smoke cigarettes you’ll not going to get COVID-19,1
"Tens of thousands of people who are victims of the coronavirus have died in China, and this is proven by maps of Wuhan released online that show a massive burning of corpses.",1
“Governor Gretchen Whitmer [of Michigan] spent the past weekend at her VACATION COTTAGE at Birch Lake.,1
Violating her own EXECUTIVE ORDER.”,1
"A magic remedy to prevent COVID-19: mix brown sugar, ginger, garlic, and Chinese leek, boil them and drink it.",1
COVID-19 arrived in the U.S. by train.,1
"Pedro Sánchez, President of Spain, spies on the King after a rumor that hits Moncloa: Don Felipe, King of Spain, talks about changing the government.",1
This photograph shows a large bunch of workers from Bulgaria who have been brought in to Ireland to pick fruit ignoring social distancing rules outside a Dublin supermarket,1
"In the caption, it is stated that the governor asked the mayor to artificially increase the number of COVID-19 patients to 200, so she would get more money.",1
"While addressing the nation PM Mahinda Rajapaksa stated that opposition did not support the supplementary budget proposal for COVID-19 relief measures, hence there is no point in reconvening the Parliament.",1
Indian Prime Minister Modi announced an internet ban due to the spread of misinformation regarding COVID-19.,1
Alibaba Group founder Jack Ma gave US$5 million to a Filipino student who developed a vaccine for novel coronavirus.,1
Woman eats bat soup contaminated with coronavirus in China.,1
"Tasuku Honjo, Nobel Prize in Medicine 2018, said that “the coronavirus is man-made”.",1
The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world’s largest 10 cities.,1
Former Spanish Minister Corcuera criticizes the government’s management in a WhatsApp Audio.,1
This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.,1
A team of medical trainees from JKUAT (a university in Kenya) have developed and tested a vaccine successfully.,1
Is ‘COV-19’ Inscribed on This Piece of 5G Equipment?,1
A herd of deer reclaimed the Ooty-Coimbatore road.,1
A poll with doctors from 30 different countries confirm that chloroquine is the most effective treatment against COVID-19.,1
Italian TV program showed in 2015 that the new coronavirus was created by scientists in an experiment.,1
Hindu man in Rajasthan killed by Muslims amidst lockdown.,1
Video and photo show that Indonesian President Jokowi attended a concert during the COVID-19 Pandemic,1
Coronavirus is fake or a made-up ploy by 5G.,1
The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,1
Tips for the new coronavirus: Holding breath and drinking water.,1
A video showing a playful deer on the beach is claimed to be from an Indian village during a lockdown.,1
German Commission says the coronavirus is a global false alarm.,1
Video shows aid denied to Hindus shared in India.,1
Mosquitoes can transfer COVID-19 “from person to person”.,1
2 nurses who were in ITU in Swansea have died today.,1
3 more still ventilated.,1
Wisconsin is “clearly seeing a decline in COVID infections”.,1
COVID-19 is a big pharma fraud and a treatment has existed for years now (stem cell therapy).,1
"A video of a coronavirus suspect found in Hazipur (Bihar, India) prison.",1
Video of Al-Aqsa mosque after Israel allows photography inside it.,1
A whole onion located indoors can absorb the viruses in the air.,1
Image claiming that mosquitos will spread the coronavirus.,1
Famous Brazilian doctor posted for people “not to panic” about COVID-19 and keep up with their lives.,1
"Dr. Anthony Fauci said: “as soon as a COVID-19 vaccine is manufactured, it must be delivered to healthcare professionals for immediate human injection.",1
Proper studies can be done later.”,1
These pictures show doctors sleeping due to fatigue and tiredness after treating Covid-19 patients.,1
Chinese people are not allowed in supermarkets in Australia.,1
"A video of a ghost-like drone scaring people off the street has been viewed thousands of times on Facebook, Twitter, YouTube and Weibo alongside a claim that the footage shows a drone being used to enforce social distancing during the novel coronavirus pandemic in the Australian city of Brisbane.",1
Garlic soup can cure the coronavirus.,1
"In Brazil, 187 thousand people had their COVID-19 Emergency Allowance cancelled because Caixa Econômica Federal, the public bank responsible for the payments, found out they bought electronic devices and luxury itens with the previous installment.",1
A Chinese intelligence officer leaked details on how the coronavirus outbreak is caused by a bioweapon.,1
"Any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of Gujarat, in India.",1
Video post claiming that inhaling traditional appetizer salt with limestone can cure a COVID-19 infection.,1
A video claimed that clapping from balconies during Janata Curfew in India was sound therapy meant to ward off evil spirit.,1
Is the Loss of Your Sense of Smell and Taste an Early Sign of COVID-19?,1
A fake picture allegedly shows how coronavirus can pass through protective masks’ fabric.,1
Russia already has a vaccine to fight COVID-19.,1
A photo of COVID-19 patients lying on beds in an isolation ward in Pakistan.,1
"Alleged images of markets that have been sacked by angry mobs because of the lockdown, in São Paulo.",1
Italian prime minister cries because there is nothing they can do to treat COVID-19 and the situation is out of control.,1
"Last year, in China, a vaccine was compulsory and that vaccine supposedly hosts a digitized virus, is the one that causes COVID-19 and can be activated through 5G antennas.",1
$3 trillion for federal coronavirus stimulus packages is “being borrowed basically from China.”,1
"The Philippine government has a P120 billion aid package for “no work, no pay” workers.",1
The spread of COVID-19 can be prevented with a “home-made vaccine” based on fruits and other ingredients.,1
"In an Aaj Tak news report, the Chinese prime minister said, “Reading Quran and offering namaz is the only cure for COVID-19.”",1
"President Donald Trump said, “People are dying who have never died before.”",1
Get the disease now to gain immunity.,1
Infograph mimicking official information.,1
The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm.,1
Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,1
Police takes harsh step against Temple Priest for violating lockdown norms.,1
The COVID-19 epidemic is almost finished in the Netherlands.,1
The government did not close a single shop.,1
"Tweeted initially by a former Bolsonaro minister, Osmar Terra, on 3/31/20.",1
"A video by Dr. Elvira Torres Marquinaque recommends that you consume together in one drink: garlic, onion, lemon and kion.",1
A political assistant did not ask media outlets to defame Brazilian President Jair Bolsonaro.,1
Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness.,1
His home looks like an old abandoned military hut with very old brick walls.,1
The living room was too small so brought out the tea tray for the reporters.,1
All the cups are different.,1
"He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister",1
"Video shows 106 dead bodies in Delhi’s Loknayak hospital, in India.",1
"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state.",1
US has developed miracle drug Remedesivir against COVID-19.,1
"A video of the doctor linked to the anti-vaccine movement, Chinda Brandolino, on the origin of COVID-19.",1
Walmart is adopting a staggered schedule due to the coronavirus.,1
Polish government confiscated a coronavirus testing machine which was originally bought by a local hospital in Grodzisk Mazowiecki city.,1
COVID-19 is a hoax or scapegoat for economic disaster.,1
The homeopathic drug Arsenicum Album 30 can prevent coronavirus.,1
Tinospora crispa plants can treat COVID-19.,1
Jobcenters (for unemployed people) close from today on in Germany.,1
Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.,1
"Yopal, Colombia, already has deaths from coronavirus",1
"Drinking two spoonfuls of palm oil daily protects against coronavirus, according to the World Health Organization.",1
In Spain dozens of people faced beatings and shoves with the police because they prevented them from going to a mass to pray against COVID-19.,1
Keeping your throat moist by drinking water prevents contamination.,1
Using sauna or aiming a hairdryer at one’s nose will kill the coronavirus.,1
"If you paid rent in March or April in the United States, “they got to give” you your money back.",1
"An image of a child crying calling for his mother, who lost her life due to COVID-19.",1
Antibodies produced by Llamas could help us find a solution against COVID-19,1
“The Simpsons” predicted the new coronavirus outbreak.,1
Helicopters of the Argentine Air Force will spray disinfectant against the coronavirus.,1
Uganda has postponed general elections due to COVID-19.,1
Shopping malls crowded in Italy during the pandemic.,1
"Police officer steps on woman protesting against social isolation measures in Ceará, a Brazilian state.",1
Indian scientists are researching whether there are cells in the Ganges river that can block the coronavirus.,1
The Irish government is giving €350 to every resident in the country as part of its response to COVID-19.,1
"The Gates Foundation “tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.”",1
The photo shows the aid crew from Cuba to Italy.,1
A “letter” from an uncle in Wuhan claims COVID-19 can be cured with hot water.,1
Lacoteferrin prevents and helps prevent coronavirus.,1
"European and South American flights cause chaos at Mexico Airport, due to coronavirus.",1
In Karnataka all Hindus have decided to boycott Muslims because of their anti-national activities.,1
A family built a homemade mechanical respirator that cures COVID-19 with inhalations.,1
Vladimir Putin dropped lions in the streets to force the Russians to stay at home.,1
A chain on plasma donation of recovered COVID-19: any person who has recovered can donate plasma to 9 people.,1
Add ‘ICE’ (in case of emergency) to your phone contacts so paramedics will know who to call.,1
Old chain letter on Facebook going viral again during the coronavirus epidemic.,1
"Two photos which show human throats have been shared hundreds of times in multiple Facebook posts warning about the seriousness of the novel coronavirus, which causes the disease COVID-19.",1
Grape vinegar is the antidote of the coronavirus.,1
"Residents in Surat, India are protesting due to unavailability of food.",1
Clarín anticipated the pandemic of the virus that caused COVID-19 in 2003.,1
These images show coffins of COVID-19 victims in Italy.,1
Video of patients dancing in a COVID-19 quarantine centre is from Mumbai.,1
MTN Uganda is giving out 122GB of data to customers for free in response to COVID-19.,1
Drinking a mix of baking soda and lemon as a hot tea cures COVID-19.,1
"Claims this “cure” has meant that there have been cases of COVID-19 in Israel, where the drink is popular.",1
232 children died from COVID-19 in Italy in just one day.,1
Thousands of citizens demonstrate in Rome against the “coronavirus dictatorship” of the Italian government.,1
and no television talks about it.,1
Doctor Li Wenliang and a hospital in China suggest drinking tea for coronavirus patients.,1
France has suspended payment of rent and taxes for citizens due to coronavirus crisis.,1
Being behind a jogger or a cyclist makes you at risk of contracting COVID-19.,1
Coronavirus is not new; there is a vaccine for dogs.,1
Says Tom Hanks has a volleyball to keep him company while he’s quarantined.,1
Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,1
"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",1
"Dr. Vandana Tiwari, part of the team investigating and identifying attendees of Tablighi Jamaat in U.P’s Bareilly who were attacked by them succumbed to her injuries today",1
"Image of tired healthcare workers resting on the floor of a hospital corridor, claimed to be from IDH Hospital in Sri Lanka.",1
American citizens have placed a nude statue of President Donald Trump in New York City because he failed to handle the coronavirus situation in USA.,1
The French president Emmanuel Macron was welcomed by a fake crowd during a visit near Paris during the lockdown.,1
“Fish tank additive may treat coronavirus.”,1
Infrared thermometers kill neurons and damage the eyes.,1
"The Colombian government just made it official that all citizens will receive 350,000 pesos a week for staying home to prevent the proliferation” of COVID-19.",1
Brazilian president Jair Bolsonaro said that beneficiaries of R $ 600 emergency aid to mitigate the effects of the COVID-19 pandemic ‘do not like to work’.,1
Former MP Bimal Rathnayake made a comment stating that deceased Muslims from COVID-19 should be buried as per their customs and not cremated.,1
Audio from WhatsApp in which the head of Cardiology at the Gregorio Marañón Hospital states that we are in a moment of uncontrolled coronavirus infection.,1
COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,1
A Facebook post links a substance called “adrenochrome” to COVID-19 deaths.,1
"Coronavirus can in no way withstand heat, sunlight or other UV radiation.",1
"In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.",1
Ivermectine destroys coronavirus in 48 hours.,1
"Alberto Fernández, president of Argentina: “Of the total deaths, 85% are people over 65 years”.",1
A WhatsApp message that warns about the installation of an application called “COVID-19 ABTraceTogether”.,1
The chain message asks the reader to to unfriend their friends on Facebook as well as delete their contacts’ phone numbers if they intend to use it because by doing so “everyone your contacts will be known “against” your will and knowledge”.,1
An inmate who was released from prison under COVID-19 “humanitarian house arrests” was arrested again in Campo Bom.,1
"Police officers found more than 100 kg of cocaine in his house, and several guns.",1
Emmanuel Macron spent the first week-end of April in his residency of Bregançon in the South of France.,1
A video showing where “the coronavirus began” was made in Wuhan.,1
RSS chief Mohan Bhagwat said he has lost faith in religion due to coronavirus pandemic.,1
Relationship between breastfeeding with COVID-19 and the risk of transmitting the coronavirus to the baby.,1
Cigarette smoke can carry the new coronavirus,1
96 percent of the people who died in Italy died of other causes than Covid-19.,1
A study is linked to coronavirus.,1
Did US Sen. Graham Say Trump Knows More Than CDC About Medicine?,1
Are People Collapsing in the Street from Coronavirus?,1
"The governor of the state of São Paulo, João Doria, transferred a helicopter used for health case to use it for his personal transport.",1
“The North Carolina and Virginia State line is closed.,1
Sun and air can cure coronavirus.,1
"The video shows a man kissing a bat in a cave in Bursa, Turkey, regardless of the coronavirus.",1
Chinese people prayed with Muslims due to fear of COVID-19.,1
An institute funded by Bill Gates will contribute to 65 million deaths in the coronavirus outbreak.,1
Did Pelosi Say Congress Would Not Return ‘Unless There Is an Emergency’?,1
A graphic shows the enhanced community quarantine in several provinces and cities in the Philippines has been extended until May 25.,1
Facebook post that compares deaths in Italy during coronavirus pandemie with deaths during seasonal flu outbursts from 2014 to 2017.,1
The post says that during 2014 seasonal flu outburst 375 000 people died in Italy and it was the real problem and coronavirus deaths compared to this aren’t serious.,1
A bowl of garlic cures “Wuhan’s coronavirus.”,1
A social media network invites an alleged aid in groceries to supply homes during the mandatory isolation that seeks to mitigate the impact of the COVID-19 pandemic in the country.,1
A video has been viewed thousands of times in multiple posts on Facebook and YouTube alongside a claim it shows that Jakarta Governor Anies Baswedan received an international award for “the best governor” in handling the novel coronavirus pandemic.,1
Countries throwing dead bodies of people died of COVID-19 into the sea.,1
Image showing dead bodies washed ashore.,1
"A Whatsapp message claims COVID-19 doesn’t cause pneumonia but thrombosis, and antiobiotics or Aspirin can help or cure the disease.",1
Dr. Li Wenliang discovered coffee can cure coronavirus.,1
Global pandemics are occurring every 100 years.,1
United Nations established the use of a microchip to identify people.,1
Boiled ginger can cure the novel coronavirus.,1
French minister of Justice did not threaten to sue the French journalist and TV host Jean-Pierre Pernaut after he criticized the government because of its way to deal with the epidemic.,1
Says businesses will give you free baby formula during the coronavirus outbreak.,1
Video of a train carrying the trucks with essential goods during the current lockdown in the country.,1
It’s a brilliant idea by Modi’s government.,1
"Evo Morales, former bolivian president, states: “Two brothers (citizens) have died on the street in Montero (Beni) if it is not from COVID-19, it was the hunger”",1
Papa John’s Colombia is giving away free pizzas during the quarantine.,1
"A WhatsApp message claiming that Decree Law 6/2020 of March 10 has been modified, allowing nature outings because they do not constitute an agglomeration of people.",1
Brazil’s health minister says cases with no confirmation of COVID-19 won’t be considered on death toll.,1
Post says “people of color may be immune to the coronavirus because of melanin.”,1
A yellow bracelet will be placed on people who “are seen outside their homes but not to go to work or get basic necessities.”,1
WhatsApp limits the forwarding of messages depending on their content.,1
